,model,pixels,image,true,predicted,success,cdiff,prior_probs,predicted_probs,perturbation
149,sequential,1,2098,2,7,True,0.1883446,"[8.1158644e-01 4.1969241e-07 1.8834460e-01 1.7998369e-05 2.1211379e-06
 2.1483084e-09 1.0839205e-05 7.8758221e-06 2.5316258e-05 4.3309938e-06]","[[[2.0886016e-33 1.2779964e-14 2.5756763e-26 1.5951238e-27 3.4509665e-06
   6.1622762e-10 1.4300205e-31 9.9999654e-01 0.0000000e+00 1.5259633e-17]]]",[233.58610117 235.73631584  26.49666905 231.26174891]
150,sequential,1,4163,9,5,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 3.8487612e-38 0.0000000e+00
   1.0000000e+00 1.6562066e-34 3.8498692e-12 0.0000000e+00 1.4142223e-09]]]",[744.64798146  82.50400176 134.03911722 136.05400053]
151,sequential,1,1984,2,7,True,0.007067036,"[9.9110126e-01 2.5196633e-07 7.0670359e-03 1.4713846e-06 1.7774031e-06
 7.6659384e-10 1.2398995e-03 5.5490009e-04 3.0590185e-05 2.8691672e-06]","[[[0.000000e+00 0.000000e+00 0.000000e+00 1.726475e-37 3.054808e-33
   0.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00]]]",[442.86302308 123.69590182 201.5841339   64.72853754]
152,sequential,1,3558,5,5,False,-0.99972636,"[9.9979585e-01 3.0585111e-06 4.1192401e-05 6.7246387e-05 3.2782879e-10
 6.9613714e-05 1.0893197e-05 4.8536349e-06 3.1849588e-06 4.1351550e-06]","[[[0.0000000e+00 3.4224886e-22 0.0000000e+00 4.9622911e-34 2.0405951e-04
   9.9979597e-01 1.9235195e-17 9.9170524e-31 1.9998343e-14 0.0000000e+00]]]",[191.96021451 130.64529691 141.30500278 150.87271638]
153,sequential,1,2118,6,5,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]",[[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]]],[647.01632282  23.84896033 164.19501675  75.50039011]
154,sequential,1,6059,3,5,True,0.0033400604,"[5.5530691e-01 3.3847860e-05 1.0550412e-03 3.3400604e-03 7.4850934e-09
 3.1144009e-05 2.2487397e-06 7.4801421e-05 4.3759653e-03 4.3577996e-01]","[[[1.9913670e-11 3.5258284e-16 5.4592687e-07 3.1897508e-21 2.0523019e-32
   9.9999940e-01 4.1114823e-11 5.3026676e-12 3.7478038e-08 1.2426939e-21]]]",[628.82695476 164.42685324   6.51781623 216.47233601]
155,sequential,1,2896,8,2,True,0.09652358,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]","[[[0.0000000e+00 9.5924919e-26 1.0000000e+00 0.0000000e+00 0.0000000e+00
   1.0519164e-37 0.0000000e+00 2.3387360e-35 0.0000000e+00 0.0000000e+00]]]",[361.91905922 123.59753538 125.10928143  40.10033158]
156,sequential,1,5887,7,7,False,-0.80350953,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 3.4889646e-19]]]",[742.80348868 178.91875095 217.09804651  92.83564724]
157,sequential,1,9779,2,7,True,0.2903405,"[7.0687544e-01 1.2369797e-07 2.9034051e-01 5.2814703e-06 1.8688455e-05
 5.5373908e-07 2.3442075e-05 1.0500769e-04 2.5806271e-03 5.0368060e-05]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 1.1144957e-08]]]",[742.87126033 233.96305388 128.89878221 108.95509418]
158,sequential,1,2896,8,4,True,0.09652358,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]","[[[0.         0.         0.         0.         0.9789124  0.
   0.         0.02108752 0.         0.        ]]]",[397.90277151 163.86841763 232.14222053  36.70976833]
159,sequential,1,939,2,5,True,0.30224958,"[6.8734634e-01 2.5551759e-07 3.0224958e-01 7.0893811e-04 4.9006160e-10
 8.9524292e-06 1.1791135e-05 8.7233409e-03 7.7692981e-05 8.7314215e-04]",[[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]]],[647.52403693 195.55485609 214.52819276  65.77645487]
160,sequential,1,3558,5,9,True,6.9613714e-05,"[9.9979585e-01 3.0585111e-06 4.1192401e-05 6.7246387e-05 3.2782879e-10
 6.9613714e-05 1.0893197e-05 4.8536349e-06 3.1849588e-06 4.1351550e-06]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.7016826e-20 0.0000000e+00 1.0000000e+00]]]",[772.94804418 209.789967   183.60037499  80.69131436]
161,sequential,1,2098,2,5,True,0.18833058,"[8.1158644e-01 4.1969241e-07 1.8834460e-01 1.7998369e-05 2.1211379e-06
 2.1483084e-09 1.0839205e-05 7.8758221e-06 2.5316258e-05 4.3309938e-06]","[[[3.6020573e-22 2.9967065e-16 1.4019773e-05 1.1764848e-17 3.6545935e-16
   9.9997640e-01 1.0390087e-10 9.5938094e-06 5.1044111e-19 2.7820089e-08]]]",[140.72339765  66.50941919 250.57949595  28.7083093 ]
162,sequential,1,9634,0,6,True,0.04953092,"[4.9530920e-02 6.6998446e-01 6.9455700e-03 5.1453087e-02 1.5870655e-06
 3.4442481e-05 6.8632668e-05 5.8168288e-02 1.6373087e-01 8.2187915e-05]","[[[0.0000000e+00 0.0000000e+00 1.5468951e-28 0.0000000e+00 0.0000000e+00
   0.0000000e+00 1.0000000e+00 2.6177851e-25 0.0000000e+00 0.0000000e+00]]]",[ 77.34020817  75.34885138 237.4681223  202.5221119 ]
163,sequential,1,5887,7,2,True,0.19649047,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[0.0000000e+00 3.6413921e-15 1.0000000e+00 2.5003358e-20 1.6621666e-29
   1.6482936e-15 6.2736089e-33 3.4417592e-19 0.0000000e+00 7.8975654e-31]]]",[ 85.79791356 155.27293288 200.52706584  30.98960334]
164,sequential,1,4814,6,4,True,0.2763974,"[5.8632886e-01 8.7111490e-03 1.0339478e-04 1.0100779e-03 3.7532739e-02
 2.1048696e-05 2.7639741e-01 3.9327819e-02 4.6470779e-04 5.0102793e-02]","[[[0.0000000e+00 1.6637277e-21 0.0000000e+00 0.0000000e+00 1.0000000e+00
   8.6110226e-20 1.3637533e-32 1.3284203e-27 0.0000000e+00 0.0000000e+00]]]",[163.96865734 123.92792181 143.50143222  74.07437537]
165,sequential,1,2293,9,5,True,0.009634299,"[6.0114592e-01 1.6747143e-09 3.0664592e-06 5.0782858e-09 5.5115446e-03
 1.6402956e-07 3.8368413e-01 3.3271610e-07 2.0513457e-05 9.6342992e-03]","[[[0.0000000e+00 0.0000000e+00 5.4968406e-31 0.0000000e+00 0.0000000e+00
   1.0000000e+00 4.2872794e-26 6.0042343e-23 0.0000000e+00 0.0000000e+00]]]",[170.59508717 117.47192303 228.84386884 222.03864185]
166,sequential,1,9634,0,7,True,0.04953092,"[4.9530920e-02 6.6998446e-01 6.9455700e-03 5.1453087e-02 1.5870655e-06
 3.4442481e-05 6.8632668e-05 5.8168288e-02 1.6373087e-01 8.2187915e-05]","[[[0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.852565e-15
   0.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00]]]",[134.87946769 211.90717539  50.16754103 195.88673421]
167,sequential,1,2896,8,5,True,0.09652358,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]","[[[6.6581362e-17 1.7633172e-15 9.0119975e-06 2.5468042e-13 5.0179921e-16
   9.9998569e-01 4.7594936e-12 5.2209593e-06 1.4506116e-19 7.2623147e-09]]]",[140.07413678 137.24780503 177.00574584 251.07315989]
168,sequential,1,4163,9,7,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]","[[[0.0000000e+00 8.2822345e-30 9.6763407e-30 0.0000000e+00 1.2378076e-28
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[478.68925808 191.46200115 213.85151882 154.95762132]
169,sequential,1,4163,9,7,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 2.4259509e-21 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[1.97623393e+02 2.49576446e+02 2.00468417e+02 2.34001805e-01]
170,sequential,1,5887,7,1,True,0.19649047,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[0.0000000e+00 9.9999976e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 2.0521330e-07 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[ 71.71074012 203.68867456 212.1204303  197.95702921]
171,sequential,1,2118,6,9,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]","[[[0.         0.         0.         0.         0.         0.27908954
   0.         0.         0.         0.7209105 ]]]",[748.31164217  81.31607504 170.76599526 237.33337766]
172,sequential,1,6011,3,6,True,0.070878044,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[3.8116470e-18 2.2920463e-16 1.7674379e-30 4.1770339e-13 0.0000000e+00
   1.0820686e-05 9.9998915e-01 5.5633592e-08 1.4162861e-38 3.9737035e-26]]]",[ 12.95263342 103.70730704 239.34551389 113.91425222]
173,sequential,1,1678,2,6,True,0.2803604,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]",[[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]]],[ 47.71590247  93.82961867 247.8778089    5.56787594]
174,sequential,1,9779,2,7,True,0.2903405,"[7.0687544e-01 1.2369797e-07 2.9034051e-01 5.2814703e-06 1.8688455e-05
 5.5373908e-07 2.3442075e-05 1.0500769e-04 2.5806271e-03 5.0368060e-05]","[[[0.0000000e+00 0.0000000e+00 6.3835614e-36 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[365.19100436  27.55792271 168.41763446 216.91375187]
175,sequential,1,1678,2,3,True,0.2803604,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]","[[[0.0000000e+00 1.5683182e-24 1.6236167e-17 1.0000000e+00 0.0000000e+00
   1.5283953e-09 1.0388025e-34 2.3083944e-29 6.9934170e-11 4.1181540e-23]]]",[683.91279071 117.40359017 155.85390819  95.72284279]
176,sequential,1,5887,7,2,True,0.19649047,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[1.4086917e-17 2.9718331e-07 9.9999964e-01 3.8124726e-14 1.5596155e-21
   1.6573715e-16 2.6825947e-17 6.5052337e-09 9.2196261e-18 7.3576060e-23]]]",[ 14.53336045 194.76465521  34.1356544   24.7824574 ]
177,sequential,1,1678,2,5,True,0.2803604,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]","[[[8.3229322e-21 2.2354226e-24 5.3601873e-17 1.3546539e-15 0.0000000e+00
   9.6496028e-01 3.6972727e-26 3.5039701e-02 8.6848153e-19 1.3110600e-13]]]",[179.05820772  45.72449493 155.93641143  62.8461009 ]
178,sequential,1,6011,3,7,True,0.070878044,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[0.0000000e+00 0.0000000e+00 1.5866608e-30 0.0000000e+00 3.3822267e-34
   0.0000000e+00 0.0000000e+00 1.0000000e+00 2.2222437e-26 2.5892307e-26]]]",[315.79746032 103.42003326 190.96811543 202.30915492]
179,sequential,1,2098,2,3,True,0.1883446,"[8.1158644e-01 4.1969241e-07 1.8834460e-01 1.7998369e-05 2.1211379e-06
 2.1483084e-09 1.0839205e-05 7.8758221e-06 2.5316258e-05 4.3309938e-06]",[[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]]],[507.96280382  65.40377743 183.02395192 251.94365036]
180,sequential,1,1984,2,7,True,0.007067036,"[9.9110126e-01 2.5196633e-07 7.0670359e-03 1.4713846e-06 1.7774031e-06
 7.6659384e-10 1.2398995e-03 5.5490009e-04 3.0590185e-05 2.8691672e-06]","[[[0.0000000e+00 3.6890258e-38 0.0000000e+00 3.6859341e-29 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[189.38027736 191.00366914 240.73738845  44.97740003]
181,sequential,1,4163,9,6,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]",[[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]]],[ 47.50143491 180.28843499 126.60875483 138.97142917]
182,sequential,1,1678,2,5,True,0.2803604,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]","[[[0.0000000e+00 5.6507132e-19 0.0000000e+00 3.3238051e-29 4.8424781e-06
   9.9999511e-01 1.6291517e-14 7.5980395e-26 2.5966932e-13 0.0000000e+00]]]",[191.7855689   21.16238351 157.6869098   81.40636581]
183,sequential,1,4163,9,6,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]","[[[5.2065017e-26 6.1715082e-36 0.0000000e+00 0.0000000e+00 0.0000000e+00
   1.7117457e-30 1.0000000e+00 3.9999019e-35 4.2797685e-31 2.4818960e-31]]]",[ 49.59740818  77.16693955  98.5695601  222.34154089]
184,sequential,1,939,2,2,False,-0.69775045,"[6.8734634e-01 2.5551759e-07 3.0224958e-01 7.0893811e-04 4.9006160e-10
 8.9524292e-06 1.1791135e-05 8.7233409e-03 7.7692981e-05 8.7314215e-04]",[[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]]],[361.75172154 111.74343116 230.42335762  96.64203604]
185,sequential,1,1984,2,7,True,0.0063649663,"[9.9110126e-01 2.5196633e-07 7.0670359e-03 1.4713846e-06 1.7774031e-06
 7.6659384e-10 1.2398995e-03 5.5490009e-04 3.0590185e-05 2.8691672e-06]","[[[1.6729659e-32 6.3885683e-25 7.0206949e-04 3.1867954e-15 0.0000000e+00
   3.1154589e-06 1.0079394e-30 9.9929476e-01 0.0000000e+00 0.0000000e+00]]]",[689.21402672 111.65325949 180.49775198 202.62865942]
186,sequential,1,4163,9,5,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]","[[[1.2963238e-31 2.8587362e-17 6.0423057e-31 5.0625198e-30 8.3519165e-28
   1.0000000e+00 1.3654437e-19 1.7603473e-20 1.8126934e-31 7.1628555e-18]]]",[187.4627079  243.84304384  66.42546238 134.61802854]
187,sequential,1,9779,2,2,False,-0.70965946,"[7.0687544e-01 1.2369797e-07 2.9034051e-01 5.2814703e-06 1.8688455e-05
 5.5373908e-07 2.3442075e-05 1.0500769e-04 2.5806271e-03 5.0368060e-05]","[[[0.0000000e+00 0.0000000e+00 1.0000000e+00 3.8358871e-33 0.0000000e+00
   0.0000000e+00 1.3438309e-23 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[ 65.34801738  56.26374538 102.37672174 104.25306522]
188,sequential,1,2648,9,7,True,0.055251542,"[8.9378810e-01 2.1169120e-05 3.4960795e-03 9.1764319e-04 4.0542443e-07
 4.2164735e-02 3.0267931e-06 8.4251090e-04 3.5146764e-03 5.5251542e-02]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   9.0755611e-38 0.0000000e+00 1.0000000e+00 4.7159092e-37 0.0000000e+00]]]",[230.70345111  74.32545279 197.24921836 208.07012684]
189,sequential,1,2293,9,7,True,0.009634299,"[6.0114592e-01 1.6747143e-09 3.0664592e-06 5.0782858e-09 5.5115446e-03
 1.6402956e-07 3.8368413e-01 3.3271610e-07 2.0513457e-05 9.6342992e-03]","[[[1.0554538e-36 1.5935397e-29 4.8487838e-29 2.5650913e-36 0.0000000e+00
   1.5135434e-03 9.9895218e-29 9.9848640e-01 0.0000000e+00 0.0000000e+00]]]",[290.40167808  36.73436    201.45863532 104.63801116]
190,sequential,1,2293,9,7,True,0.009634149,"[6.0114592e-01 1.6747143e-09 3.0664592e-06 5.0782858e-09 5.5115446e-03
 1.6402956e-07 3.8368413e-01 3.3271610e-07 2.0513457e-05 9.6342992e-03]","[[[1.0790150e-32 2.9796729e-12 0.0000000e+00 1.2713526e-08 8.8348622e-18
   3.7942751e-09 4.7314316e-11 9.9999988e-01 4.3945588e-27 1.4975889e-07]]]",[351.63150007  96.65216333 176.64902981  34.94614353]
191,sequential,1,9634,0,3,True,0.04953092,"[4.9530920e-02 6.6998446e-01 6.9455700e-03 5.1453087e-02 1.5870655e-06
 3.4442481e-05 6.8632668e-05 5.8168288e-02 1.6373087e-01 8.2187915e-05]","[[[0.0000000e+00 3.4516100e-16 1.0692029e-29 9.9999928e-01 0.0000000e+00
   0.0000000e+00 3.9653628e-07 3.2094974e-07 0.0000000e+00 0.0000000e+00]]]",[144.28937576  51.34537878 156.92629243  46.57275509]
192,sequential,1,5887,7,3,True,0.19649047,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[0.0000000e+00 8.3659393e-37 0.0000000e+00 1.0000000e+00 0.0000000e+00
   1.3786461e-38 0.0000000e+00 4.0201809e-30 1.2344439e-38 0.0000000e+00]]]",[449.39247112 135.67883885  46.86699819 249.12824392]
193,sequential,1,4163,9,7,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 3.7276483e-36]]]",[354.46448615  52.75840007 233.14484225 225.41946401]
194,sequential,1,5887,7,2,True,0.19649047,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[0.0000000e+00 5.9638518e-31 1.0000000e+00 0.0000000e+00 0.0000000e+00
   5.0967579e-38 0.0000000e+00 1.3029416e-32 0.0000000e+00 0.0000000e+00]]]",[725.94393338  33.14856089 240.15694414 253.281766  ]
195,sequential,1,2098,2,2,False,-0.8116554,"[8.1158644e-01 4.1969241e-07 1.8834460e-01 1.7998369e-05 2.1211379e-06
 2.1483084e-09 1.0839205e-05 7.8758221e-06 2.5316258e-05 4.3309938e-06]",[[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]]],[446.26681525  14.80764854 239.32626322 241.27143854]
196,sequential,1,4814,6,4,True,0.2763974,"[5.8632886e-01 8.7111490e-03 1.0339478e-04 1.0100779e-03 3.7532739e-02
 2.1048696e-05 2.7639741e-01 3.9327819e-02 4.6470779e-04 5.0102793e-02]","[[[0.0000000e+00 4.0274781e-27 0.0000000e+00 0.0000000e+00 1.0000000e+00
   2.0335146e-24 0.0000000e+00 2.2208933e-36 0.0000000e+00 0.0000000e+00]]]",[163.01748968  93.30494893 245.68463693  14.16822196]
197,sequential,1,6011,3,3,False,-0.929122,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00
   0.0000000e+00 8.5406224e-20 1.1143644e-37 0.0000000e+00 0.0000000e+00]]]",[ 89.94470066  92.40847792 235.73454308 251.46905725]
198,sequential,1,2073,5,9,True,0.219161,"[7.0036775e-01 9.3503459e-06 6.9682960e-06 8.3299754e-03 7.6298129e-06
 2.1916100e-01 7.0149206e-02 5.7331071e-04 9.4418891e-04 4.5056228e-04]","[[[0.0000000e+00 6.3540604e-08 4.4864747e-09 0.0000000e+00 2.1053592e-33
   7.4341942e-11 0.0000000e+00 0.0000000e+00 0.0000000e+00 9.9999988e-01]]]",[612.78391861  89.24802435 182.07539667 235.38740952]
199,sequential,1,2896,8,5,True,0.09652358,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]","[[[0.0000000e+00 8.2148760e-28 9.7218028e-17 4.8257319e-24 0.0000000e+00
   1.0000000e+00 1.7470296e-33 3.9611504e-28 0.0000000e+00 0.0000000e+00]]]",[509.97844309 116.43513055 107.85565746 124.65981135]
200,sequential,1,9634,0,6,True,0.04953092,"[4.9530920e-02 6.6998446e-01 6.9455700e-03 5.1453087e-02 1.5870655e-06
 3.4442481e-05 6.8632668e-05 5.8168288e-02 1.6373087e-01 8.2187915e-05]","[[[0.0000000e+00 1.3911355e-13 0.0000000e+00 4.2781673e-15 0.0000000e+00
   1.7421575e-02 9.8257840e-01 2.3027547e-29 8.2943775e-28 3.9645323e-36]]]",[ 76.88880521 180.9289649  223.3631495  255.5877728 ]
201,sequential,1,6059,3,7,True,0.0033400604,"[5.5530691e-01 3.3847860e-05 1.0550412e-03 3.3400604e-03 7.4850934e-09
 3.1144009e-05 2.2487397e-06 7.4801421e-05 4.3759653e-03 4.3577996e-01]","[[[0.0000000e+00 9.1465848e-09 0.0000000e+00 4.8802849e-15 4.3067543e-15
   2.5030250e-19 3.0022829e-27 9.7659147e-01 0.0000000e+00 2.3408517e-02]]]",[351.89809356 130.27955317 219.61031163 152.59490302]
202,sequential,1,5887,7,7,False,-0.80350953,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[0.0000000e+00 3.4045140e-36 3.6666958e-20 1.8389162e-23 0.0000000e+00
   1.6972677e-20 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[235.1713682  168.69210028 147.79680186  23.32843705]
203,sequential,1,6011,3,7,True,0.070878044,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[0.000000e+00 0.000000e+00 0.000000e+00 3.929622e-27 0.000000e+00
   0.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00]]]",[255.5878117  144.32097985 252.17811581  67.53939278]
204,sequential,1,9779,2,2,False,-0.5322231,"[7.0687544e-01 1.2369797e-07 2.9034051e-01 5.2814703e-06 1.8688455e-05
 5.5373908e-07 2.3442075e-05 1.0500769e-04 2.5806271e-03 5.0368060e-05]","[[[2.0145840e-34 2.5708406e-19 8.2256359e-01 2.1417362e-32 0.0000000e+00
   1.1265536e-35 0.0000000e+00 1.7743641e-01 0.0000000e+00 0.0000000e+00]]]",[257.12886774  81.45958589  90.45874715 200.60924328]
205,sequential,1,1678,2,7,True,0.2803604,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]","[[[0.0000000e+00 1.3376753e-12 5.8319012e-24 3.3740412e-28 0.0000000e+00
   2.2994332e-26 2.7791439e-14 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[256.26974751  25.04235889 137.72034228 115.65770062]
206,sequential,1,2293,9,7,True,0.009634299,"[6.0114592e-01 1.6747143e-09 3.0664592e-06 5.0782858e-09 5.5115446e-03
 1.6402956e-07 3.8368413e-01 3.3271610e-07 2.0513457e-05 9.6342992e-03]","[[[0.0000000e+00 2.5730467e-30 2.6894052e-04 6.1420621e-18 0.0000000e+00
   1.9949563e-03 1.3524259e-27 9.9773610e-01 7.4010844e-26 5.1118638e-31]]]",[176.47622246 186.35887023 142.21753221 162.60790041]
207,sequential,1,9768,2,7,True,0.023158668,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]","[[[0.000000e+00 9.342464e-29 0.000000e+00 0.000000e+00 0.000000e+00
   0.000000e+00 5.217124e-24 1.000000e+00 0.000000e+00 0.000000e+00]]]",[256.24915518 166.48420333 207.62842722 172.80614251]
208,sequential,1,939,2,7,True,0.30224958,"[6.8734634e-01 2.5551759e-07 3.0224958e-01 7.0893811e-04 4.9006160e-10
 8.9524292e-06 1.1791135e-05 8.7233409e-03 7.7692981e-05 8.7314215e-04]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 1.5155441e-09 0.0000000e+00
   1.8095798e-21 2.9754796e-36 1.0000000e+00 0.0000000e+00 1.4108215e-25]]]",[677.73055979  54.12044488 151.54181999 119.62974224]
